"","X","Rxn_1","Rxn_2","Rxn_1_Min","Rxn_1_Max","Rxn_2_Min","Rxn_2_Max","v1","v2","Rxn1_Prod","Rxn2_Prod","g_min_Fluxes","g_max_Fluxes","l_min_Fluxes","l_max_Fluxes","Rxn_1_Class","Rxn_2_Class","class","size","flux","short","long","common","syna","Rxn1_submodule","Rxn2_submodule","species"
"1139",110,"PG161abcpp","PGP161abcpp",0,14.1220928676712,0,13.4496122918994,0,0.0502547217695288,0,0,0,-1.57416911970854e-10,0.000428138960041625,0.000604709873276773,"ELE_Rxns","ELE_Rxns","PSL",9,0.00163437125265758,4,5,0,1,"Transport Inner Membrane","Transport Inner Membrane","STM_v1_0"
"1140",111,"PG161abcpp","PGPP161pp",0,14.1220928676712,0,13.4496122918994,0,0,0,0,0,-1.57416911970854e-10,0.000428138960041625,0.000604709873276773,"ELE_Rxns","ELE_Rxns","PSL",9,0.00163437125265758,4,5,0,1,"Transport Inner Membrane","Glycerophospholipid Metabolism","STM_v1_0"
"1141",112,"PG180abcpp","PGP180abcpp",0,23.5367899181008,0,13.4496000639247,0,0,0,0,0,-3.21207223145936e-11,0.000214069480020812,0.000361515294196983,"ELE_Rxns","ELE_Rxns","PSL",8,0.000818144429031842,4,4,0,1,"Transport Inner Membrane","Transport Inner Membrane","STM_v1_0"
"1142",113,"PG180abcpp","PGPP180pp",0,23.5367899181008,0,13.4496000639247,0,0,0,0,0,-3.21207223145936e-11,0.000214069480020812,0.000361515294196983,"ELE_Rxns","ELE_Rxns","PSL",8,0.000818144429031842,4,4,0,1,"Transport Inner Membrane","Glycerophospholipid Metabolism","STM_v1_0"
"1143",114,"PG181abcpp","PGP181abcpp",0,23.53679550078,0,13.449606220576,0,0,0,0,0,-1.74640989603764e-11,0.000321104220031219,0.000483112579852341,"ELE_Rxns","ELE_Rxns","PSL",8,0.00122514012179457,3,5,0,1,"Transport Inner Membrane","Transport Inner Membrane","STM_v1_0"
"1144",115,"PG181abcpp","PGPP181pp",0,23.53679550078,0,13.449606220576,0,0,0,0,0,-1.74640989603764e-11,0.000321104220031219,0.000483112579852341,"ELE_Rxns","ELE_Rxns","PSL",8,0.00122514012179457,3,5,0,1,"Transport Inner Membrane","Glycerophospholipid Metabolism","STM_v1_0"
"1145",116,"PGCD","GHMT2r",0,32.9902637498008,-13.8962074206748,11.8148493381563,0,0,0,-1,0.93089355753719,0.930893557529271,NA,NA,"ELE_Rxns","ELE_Rxns","RSL",190,5.73448571528116,67,101,22,0.884210526315789,"Glycine and Serine Metabolism","Glycine and Serine Metabolism","STM_v1_0"
"1146",117,"PGK","ATPS4rpp",-9.93800402330273,18.1276690348727,-9.21663558856829,87.9737717904268,0,37.0384048368845,-1,-1,NA,NA,37.03840483699,37.0384048368467,"pFBAOpt_Rxns","pFBAOpt_Rxns","RSL",484,315.563537493099,24,29,431,0.109504132231405,"GlycolysisGluconeogenesis","Oxidative Phosphorylation","STM_v1_0"
"1147",118,"PGK","O2tex",-9.93800402330273,18.1276690348727,0,18.5,0,0,-1,0,NA,NA,11.6471150894144,18.5,"pFBAOpt_Rxns","pFBAOpt_Rxns","RSL",502,527.339813711247,23,44,435,0.133466135458167,"GlycolysisGluconeogenesis","Transport Outer Membrane Porin","STM_v1_0"
"1148",119,"PGK","O2tpp",-9.93800402330273,18.1276690348727,0,18.5,0,0,-1,0,NA,NA,11.6471150894141,11.647115089414,"pFBAOpt_Rxns","pFBAOpt_Rxns","RSL",502,526.813532386779,27,49,426,0.151394422310757,"GlycolysisGluconeogenesis","Inorganic Ion Transport and Metabolism","STM_v1_0"
"1149",120,"PGM","O2tex",-25.3327743449297,27.874839198222,0,18.5,0,0,-1,0,NA,NA,11.6471150894223,18.5,"pFBAOpt_Rxns","pFBAOpt_Rxns","RSL",493,484.957955434525,17,18,458,0.0709939148073022,"GlycolysisGluconeogenesis","Transport Outer Membrane Porin","STM_v1_0"
"1150",121,"PGM","O2tpp",-25.3327743449297,27.874839198222,0,18.5,0,0,-1,0,NA,NA,11.6471150894128,11.6471150894118,"pFBAOpt_Rxns","pFBAOpt_Rxns","RSL",492,487.084082726791,22,24,446,0.0934959349593496,"GlycolysisGluconeogenesis","Inorganic Ion Transport and Metabolism","STM_v1_0"
"1151",122,"PGPP140","PGP140abcpp",0,14.1221566733091,0,13.44967305917,0,0,0,0,0,3.82069679713548e-12,0.00149848636014569,0.00151019328176005,"ELE_Rxns","ELE_Rxns","PSL",57,0.00580195365391516,25,32,0,1,"Glycerophospholipid Metabolism","Transport Inner Membrane","STM_v1_0"
"1152",123,"PGPP140","PGPP140pp",0,14.1221566733091,0,13.44967305917,0,0,0,0,0,3.82069679713548e-12,0.00149848636014569,0.00151019328176005,"ELE_Rxns","ELE_Rxns","PSL",57,0.00580195365391516,25,32,0,1,"Glycerophospholipid Metabolism","Glycerophospholipid Metabolism","STM_v1_0"
"1153",124,"PGPP160","PGP160abcpp",0,14.122552471941,0,13.4500500102494,0,0,0,0,0,-3.18849772973362e-11,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",125,0.0315764020248807,43,78,4,0.968,"Glycerophospholipid Metabolism","Transport Inner Membrane","STM_v1_0"
"1154",125,"PGPP160","PGPP160pp",0,14.122552471941,0,13.4500500102494,0,0,0,0,0,-3.18849772973362e-11,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",134,0.0316634416056088,46,80,8,0.940298507462687,"Glycerophospholipid Metabolism","Glycerophospholipid Metabolism","STM_v1_0"
"1155",126,"PGPP161","PGP161abcpp",0,14.1220928437806,0,13.4496122918994,0,0.0502547217695288,0,0,0,-1.57416911970854e-10,0.000428138960041625,0.000605961341526336,"ELE_Rxns","ELE_Rxns","PSL",18,0.00164381495194672,8,8,2,0.888888888888889,"Glycerophospholipid Metabolism","Transport Inner Membrane","STM_v1_0"
"1156",127,"PGPP161","PGPP161pp",0,14.1220928437806,0,13.4496122918994,0,0,0,0,0,-1.57416911970854e-10,0.000428138960041625,0.000605961341526336,"ELE_Rxns","ELE_Rxns","PSL",18,0.00164381495194672,8,8,2,0.888888888888889,"Glycerophospholipid Metabolism","Glycerophospholipid Metabolism","STM_v1_0"
"1157",128,"PGPP180","PGP180abcpp",0,14.1220801059445,0,13.4496000639247,0,0,0,0,0,-3.21207223145936e-11,0.000214069480020812,0.000363108074919586,"ELE_Rxns","ELE_Rxns","PSL",4,0.000813463580451381,2,2,0,1,"Glycerophospholipid Metabolism","Transport Inner Membrane","STM_v1_0"
"1158",129,"PGPP180","PGPP180pp",0,14.1220801059445,0,13.4496000639247,0,0,0,0,0,-3.21207223145936e-11,0.000214069480020812,0.000363108074919586,"ELE_Rxns","ELE_Rxns","PSL",4,0.000813463580451381,2,2,0,1,"Glycerophospholipid Metabolism","Glycerophospholipid Metabolism","STM_v1_0"
"1159",130,"PGPP181","PGP181abcpp",0,14.1220865226469,0,13.449606220576,0,0,0,0,0,-1.74640989603764e-11,0.000321104220031219,0.000483112583733325,"ELE_Rxns","ELE_Rxns","PSL",15,0.00123201880941561,6,7,2,0.866666666666667,"Glycerophospholipid Metabolism","Transport Inner Membrane","STM_v1_0"
"1160",131,"PGPP181","PGPP181pp",0,14.1220865226469,0,13.449606220576,0,0,0,0,0,-1.74640989603764e-11,0.000321104220031219,0.000483112583733325,"ELE_Rxns","ELE_Rxns","PSL",15,0.00123201880941561,6,7,2,0.866666666666667,"Glycerophospholipid Metabolism","Glycerophospholipid Metabolism","STM_v1_0"
"1161",132,"PIt2rpp","PIuabcpp",-94.1251463918883,31.4048119981387,0,94.1471095291238,0,0,-1,0,0,-3.81348286282446e-11,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",210,0.968226955811843,69,115,26,0.876190476190476,"Inorganic Ion Transport and Metabolism","Inorganic Ion Transport and Metabolism","STM_v1_0"
"1162",133,"PPC","FUM",0,74.3249358570624,-8.01345616306393,156.31314993983,0.00334483562532519,0,0,-1,3.36849675519252,3.36849675519604,NA,NA,"ELE_Rxns","pFBAOpt_Rxns","RSL",456,33.078060487324,11,105,340,0.254385964912281,"Anaplerotic Reactions","Citric Acid Cycle","STM_v1_0"
"1163",134,"PPC","ICL",0,74.3249358570624,0,30.7884098626205,0.00334483562532519,0,0,0,0,-3.2732594412721e-11,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",11,12.5877906092211,2,2,7,0.363636363636364,"Anaplerotic Reactions","Anaplerotic Reactions","STM_v1_0"
"1164",135,"PPC","MALS",0,74.3249358570624,0,19.2755451871931,0.00334483562532519,0.00377249675170606,0,0,0.0238916829725895,0.0238916829223101,NA,NA,"ELE_Rxns","ELE_Rxns","RSL",11,12.8051317902059,2,3,6,0.454545454545455,"Anaplerotic Reactions","Anaplerotic Reactions","STM_v1_0"
"1165",136,"PPC","MDH",0,74.3249358570624,-35.1776300176523,156.313150059301,0.00334483562532519,0,0,-1,3.39238843822276,3.39238843818565,NA,NA,"ELE_Rxns","pFBAOpt_Rxns","RSL",221,14.3610953378098,72,120,29,0.868778280542986,"Anaplerotic Reactions","Citric Acid Cycle","STM_v1_0"
"1166",137,"PPC","O2tex",0,74.3249358570624,0,18.5,0.00334483562532519,0,0,0,11.6471150894126,18.5,NA,NA,"ELE_Rxns","pFBAOpt_Rxns","RSL",489,379.248386005565,14,17,458,0.0633946830265849,"Anaplerotic Reactions","Transport Outer Membrane Porin","STM_v1_0"
"1167",138,"PPC","O2tpp",0,74.3249358570624,0,18.5,0.00334483562532519,0,0,0,11.6471150894128,11.6471150894134,NA,NA,"ELE_Rxns","pFBAOpt_Rxns","RSL",488,379.235615723697,15,17,456,0.0655737704918033,"Anaplerotic Reactions","Inorganic Ion Transport and Metabolism","STM_v1_0"
"1168",139,"PSERT","GHMT2r",0,32.9902637498008,-13.8962074206748,11.8148493381563,0,0,0,-1,0.93089355753719,0.930893557529271,NA,NA,"ELE_Rxns","ELE_Rxns","RSL",190,5.73448571528116,67,101,22,0.884210526315789,"Glycine and Serine Metabolism","Glycine and Serine Metabolism","STM_v1_0"
"1169",140,"PSP_L","GHMT2r",0,32.9902637498008,-13.8962074206748,11.8148493381563,0,0,0,-1,0.93089355753719,0.930893557529271,NA,NA,"ELE_Rxns","ELE_Rxns","RSL",190,5.73448571528116,67,101,22,0.884210526315789,"Glycine and Serine Metabolism","Glycine and Serine Metabolism","STM_v1_0"
"1170",141,"RNTR1c","NDPK8",0,25.4241952825727,-25.4235708890302,35.3057927643385,0.000137616094299094,0,0,-1,1.90738091987441e-11,-7.56813500757403e-11,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",5,0.0593233253250819,2,2,1,0.8,"Nucleotide Salvage Pathway","Nucleotide Salvage Pathway","STM_v1_0"
"1171",142,"RNTR2c","NDPK5",0,25.4242534017947,-25.4235708890301,35.3058507613205,0,-24.7048222585694,0,-1,1.25196149743564e-11,-1.91828330997623e-10,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",5,0.0648387127105011,1,2,2,0.6,"Nucleotide Salvage Pathway","Nucleotide Salvage Pathway","STM_v1_0"
"1172",143,"RNTR3c","NDPK7",0,16.3175262812088,-16.3167319255686,35.3058507613278,0,0,0,-1,9.65014179676871e-12,-7.30295823814231e-11,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",6,0.077806455272872,2,2,2,0.666666666666667,"Nucleotide Salvage Pathway","Nucleotide Salvage Pathway","STM_v1_0"
"1173",144,"RPE","GND",-16.9672861384796,21.7466381746909,0,32.6475915242547,0,0,-1,0,1.17123277857472,1.17123277845613,NA,NA,"ELE_Rxns","ELE_Rxns","RSL",19,4.88959588493257,4,6,9,0.526315789473684,"Pentose Phosphate Pathway","Pentose Phosphate Pathway","STM_v1_0"
"1174",145,"RPI","RPE",-19.4940728970619,0.138944968591952,-16.9672861384796,21.7466381746909,2.81921859848211e-05,0,-1,-1,NA,NA,0.412352052169728,0.412352052105913,"ELE_Rxns","ELE_Rxns","RSL",477,130.953220430955,13,68,396,0.169811320754717,"Pentose Phosphate Pathway","Pentose Phosphate Pathway","STM_v1_0"
"1175",146,"SO3R","SULR",0,9.18776408938585,0,8.61093123930826,0,-0.141754611634942,0,0,0,-3.80864575988404e-11,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",3,0.276863368778356,1,2,0,1,"Glycerophospholipid Metabolism","Cysteine Metabolism","STM_v1_0"
"1176",147,"SUCDi","PPC",0,37,0,74.3249358570624,0.00109734500193704,0.00334483562532519,0,0,1.37072319608692,1.37072319588908,NA,NA,"pFBAOpt_Rxns","ELE_Rxns","RSL",81,27.5914881526707,13,48,20,0.753086419753086,"Oxidative Phosphorylation","Anaplerotic Reactions","STM_v1_0"
"1177",148,"SUCOAS","AKGDH",-18.3520168757167,10.9585882589325,0,18.3631392758523,0,2.97121533728273,-1,0,NA,NA,2.9712153373661,2.97121533726009,"pFBAOpt_Rxns","pFBAOpt_Rxns","RSL",215,1.57014489906017,76,113,26,0.87906976744186,"Citric Acid Cycle","Citric Acid Cycle","STM_v1_0"
"1178",149,"TALA","RPI",-8.47990251056283,10.8770596209892,-19.4940728970619,0.138944968591952,0,2.81921859848211e-05,-1,-1,-0.757527979267617,-0.757527979306986,NA,NA,"ELE_Rxns","ELE_Rxns","RSL",490,129.985289221839,15,79,396,0.191836734693878,"Pentose Phosphate Pathway","Pentose Phosphate Pathway","STM_v1_0"
"1179",150,"TALA","TKT1",-8.47990251056283,10.8770596209892,-8.47981296465933,10.877149166892,0,0,-1,-1,0.28277777914935,0.282777779119627,NA,NA,"ELE_Rxns","ELE_Rxns","RSL",8,0.0169615233990405,3,5,0,1,"Pentose Phosphate Pathway","Pentose Phosphate Pathway","STM_v1_0"
"1180",151,"TALA","TKT2",-8.47990251056283,10.8770596209892,-8.48747315159762,10.8694890471501,0,0.000731563334624696,-1,-1,0.129574273019333,0.129574272980532,NA,NA,"ELE_Rxns","ELE_Rxns","RSL",19,4.02186289479977,4,6,9,0.526315789473684,"Pentose Phosphate Pathway","Pentose Phosphate Pathway","STM_v1_0"
"1181",152,"TKT1","RPE",-8.47981296465933,10.877149166892,-16.9672861384796,21.7466381746909,0,0,-1,-1,0.412352052170023,0.412352052076175,NA,NA,"ELE_Rxns","ELE_Rxns","RSL",17,1.74258103442445,4,6,7,0.588235294117647,"Pentose Phosphate Pathway","Pentose Phosphate Pathway","STM_v1_0"
"1182",153,"TKT1","RPI",-8.47981296465933,10.877149166892,-19.4940728970619,0.138944968591952,0,2.81921859848211e-05,-1,-1,-0.757527979260157,-0.757527979289676,NA,NA,"ELE_Rxns","ELE_Rxns","RSL",486,129.91158471427,14,77,395,0.187242798353909,"Pentose Phosphate Pathway","Pentose Phosphate Pathway","STM_v1_0"
"1183",154,"TKT2","GND",-8.48747315159762,10.8694890471501,0,32.6475915242547,0.000731563334624696,0,-1,0,1.17123277852591,1.17123277850146,NA,NA,"ELE_Rxns","ELE_Rxns","RSL",19,6.92841518398587,5,5,9,0.526315789473684,"Pentose Phosphate Pathway","Pentose Phosphate Pathway","STM_v1_0"
"1184",155,"TKT2","RPE",-8.48747315159762,10.8694890471501,-16.9672861384796,21.7466381746909,0.000731563334624696,0,-1,-1,0.412352052170987,0.412352052078814,NA,NA,"ELE_Rxns","ELE_Rxns","RSL",17,1.74404306618916,4,5,8,0.529411764705882,"Pentose Phosphate Pathway","Pentose Phosphate Pathway","STM_v1_0"
"1185",156,"TKT2","RPI",-8.48747315159762,10.8694890471501,-19.4940728970619,0.138944968591952,0.000731563334624696,2.81921859848211e-05,-1,-1,-0.757527979260512,-0.757527979308258,NA,NA,"ELE_Rxns","ELE_Rxns","RSL",489,132.792358320653,13,76,400,0.18200408997955,"Pentose Phosphate Pathway","Pentose Phosphate Pathway","STM_v1_0"
"1186",157,"TKT2","TKT1",-8.48747315159762,10.8694890471501,-8.47981296465933,10.877149166892,0.000731563334624696,0,-1,-1,0.282777779159508,0.282777779118529,NA,NA,"ELE_Rxns","ELE_Rxns","RSL",20,4.2147707432829,5,6,9,0.55,"Pentose Phosphate Pathway","Pentose Phosphate Pathway","STM_v1_0"
"1187",158,"TPI","FBA",-23.0928203158076,4.97285274236718,-23.0896640486598,53.4216875735356,-0.0503808698559696,0,-1,-1,4.12964498110051,4.12964498101191,NA,NA,"pFBAOpt_Rxns","pFBAOpt_Rxns","RSL",12,0.482844214226997,5,6,1,0.916666666666667,"GlycolysisGluconeogenesis","GlycolysisGluconeogenesis","STM_v1_0"
"1188",159,"TPI","O2tex",-23.0928203158076,4.97285274236718,0,18.5,-0.0503808698559696,0,-1,0,11.6471150894192,18.5,NA,NA,"pFBAOpt_Rxns","pFBAOpt_Rxns","RSL",495,446.289568819504,18,47,430,0.131313131313131,"GlycolysisGluconeogenesis","Transport Outer Membrane Porin","STM_v1_0"
"1189",160,"TPI","O2tpp",-23.0928203158076,4.97285274236718,0,18.5,-0.0503808698559696,0,-1,0,11.6471150894157,11.6471150894115,NA,NA,"pFBAOpt_Rxns","pFBAOpt_Rxns","RSL",495,446.269443038889,21,43,431,0.129292929292929,"GlycolysisGluconeogenesis","Inorganic Ion Transport and Metabolism","STM_v1_0"
"1190",161,"TPI","PFK",-23.0928203158076,4.97285274236718,0,75.5863566839333,-0.0503808698559696,0,-1,0,4.12964498108958,4.12964498101393,NA,NA,"pFBAOpt_Rxns","pFBAOpt_Rxns","RSL",13,0.511528028930501,6,6,1,0.923076923076923,"GlycolysisGluconeogenesis","GlycolysisGluconeogenesis","STM_v1_0"
"1191",162,"TRDR","GRXR",0,25.4288293228505,0,25.4288232554792,0,0,0,0,0,0.0582871055300836,0.058287105606917,0.058287105287768,"ELE_Rxns","ELE_Rxns","PSL",5,0.276863368778093,2,3,0,1,"Oxidative Phosphorylation","Unassigned","STM_v1_0"
"1192",163,"TRDR","GTHOr",0,25.4288293228505,0,25.4288293228423,0,0,0,0,0,0.0582871054832846,0.0582871056069507,0.0582871053640319,"ELE_Rxns","ELE_Rxns","PSL",5,0.276863368778556,2,3,0,1,"Oxidative Phosphorylation","Cofactor and Prosthetic Group Biosynthesis","STM_v1_0"
"1193",164,"TRDR","PAPSR2",0,25.4288293228505,0,9.18776408938831,0,0,0,0,0,0.0582871056060734,0.058287105606955,0.0582871056066085,"ELE_Rxns","ELE_Rxns","PSL",5,0.27686336877792,2,3,0,1,"Oxidative Phosphorylation","Cysteine Metabolism","STM_v1_0"
"1194",165,"TRPS1","TRPS2",0,1.96983354481757,0,1.96983354481757,0,0,0,0,0,0.0419953669429413,0.0419953669432793,0.0419953669427115,"ELE_Rxns","ELE_Rxns","PSL",3,0.11968663028235,1,2,0,1,"Tyrosine Tryptophan and Phenylalanine Metabolism","Tyrosine Tryptophan and Phenylalanine Metabolism","STM_v1_0"
"1195",166,"TRPS1","TRPS3",0,1.96983354481757,0,2.47797308614335,0,0,0,0,0,0.0419953669430798,0.0419953669432793,0.0419953669427797,"ELE_Rxns","ELE_Rxns","PSL",3,0.11968663028235,1,2,0,1,"Tyrosine Tryptophan and Phenylalanine Metabolism","Tyrosine Tryptophan and Phenylalanine Metabolism","STM_v1_0"
"1196",167,"VALTA","VPAMTr",-4.64007762177577,999.97177946972,0,999.978578483802,0,2.81921859848211e-05,-1,0,0.13598046967831,999.571569083592,0,0.135980469676059,"ELE_Rxns","ELE_Rxns","PSL",3,0.387543802677017,1,1,1,0.666666666666667,"Valine Leucine and Isoleucine Metabolism","Alanine and Aspartate Metabolism","STM_v1_0"
"1197",168,"ZN2tpp","ZNabcpp",0,282.441422214768,0,56.4882842876629,-0.00355794943802449,0,0,0,0,-1.82609483090346e-11,NA,NA,"ELE_Rxns","ELE_Rxns","PSL",123,0.00358125642515104,51,66,6,0.951219512195122,"Inorganic Ion Transport and Metabolism","Inorganic Ion Transport and Metabolism","STM_v1_0"
"1198",1,"3HBCOAHL","3M2OPLOXRD",0,0.99009029020815,0,0.709661300589981,0,0,0,0,0,2.37473532901536e-12,NA,NA,"pFBAOpt_Rxns","MLE_Rxns","PSL",37,0.304003534423732,14,17,6,0.837837837837838,"Valine, Leucine, and Isoleucine Metabolism","Lipid metabolism","iEK1008"
"1199",2,"3HBCOAHL","ACOADH1",0,0.99009029020815,0,0.709661300589981,0,0,0,0,0,2.37473532901536e-12,NA,NA,"pFBAOpt_Rxns","MLE_Rxns","PSL",37,0.304003534423732,14,17,6,0.837837837837838,"Valine, Leucine, and Isoleucine Metabolism","Lipid metabolism","iEK1008"
"1200",3,"3HBCOAHL","BKDC1",0,0.99009029020815,0,0.709661300589981,0,0,0,0,0,2.38742359215394e-12,NA,NA,"pFBAOpt_Rxns","MLE_Rxns","PSL",37,0.304003534423732,14,17,6,0.837837837837838,"Valine, Leucine, and Isoleucine Metabolism","Lipid metabolism","iEK1008"
"1201",4,"3HBCOAHL","ECOAH9ir",0,0.99009029020815,0,0.709661300589981,0,0,0,0,0,2.37473532901536e-12,NA,NA,"pFBAOpt_Rxns","MLE_Rxns","PSL",37,0.304003534423732,14,17,6,0.837837837837838,"Valine, Leucine, and Isoleucine Metabolism","Valine, Leucine, and Isoleucine Metabolism","iEK1008"
"1202",5,"3HBCOAHL","HACD9",0,0.99009029020815,0,0.709661300589981,0,0,0,0,0,2.37473582465064e-12,NA,NA,"pFBAOpt_Rxns","MLE_Rxns","PSL",37,0.304003534423732,14,17,6,0.837837837837838,"Valine, Leucine, and Isoleucine Metabolism","Valine, Leucine, and Isoleucine Metabolism","iEK1008"
"1203",6,"3HBCOAHL","MACCOAT",0,0.99009029020815,0,0.709661300589981,0,0.000376617653735308,0,0,0,2.38742359215394e-12,NA,NA,"pFBAOpt_Rxns","MLE_Rxns","PSL",37,0.304003534423732,14,17,6,0.837837837837838,"Valine, Leucine, and Isoleucine Metabolism","Valine, Leucine, and Isoleucine Metabolism","iEK1008"
"1204",7,"ACCOAC","ACCA3",-3.64980930663764,7.35832438777522,0,3.6693778981423,0,0,-1,0,0,0,NA,NA,"pFBAOpt_Rxns","MLE_Rxns","PSL",393,2.35633920492224,30,90,273,0.305343511450382,"Pyruvate Metabolism","Mycolic acid pathway","iEK1008"
"1205",8,"ACCOAC","ACCD3",-3.64980930663764,7.35832438777522,0,3.6693778981423,0,0,-1,0,0,0,NA,NA,"pFBAOpt_Rxns","MLE_Rxns","PSL",393,2.35633920492224,30,90,273,0.305343511450382,"Pyruvate Metabolism","Mycolic acid pathway","iEK1008"
"1206",9,"ACCOAC","BIRA",-3.64980930663764,7.35832438777522,0,3.6693778981423,0,0,-1,0,0,0,NA,NA,"pFBAOpt_Rxns","MLE_Rxns","PSL",393,2.35633920492224,30,90,273,0.305343511450382,"Pyruvate Metabolism","Mycolic acid pathway","iEK1008"
"1207",10,"ADK1","ADK2",-999.994232542625,7.3445232536519,0,1000,0.115350878491881,0,-1,0,0,0.115350878491768,0.115350878491995,1000,"pFBAOpt_Rxns","ELE_Rxns","PSL",3,0.328745070295537,1,2,0,1,"Purine and Pyrimidine Biosynthesis","Purine and Pyrimidine Biosynthesis","iEK1008"
"1208",11,"AMMQT8","AMMQT8_2",0,0.000686451701278449,0,0.000686390707871433,0.000686451701278442,0,0,0,0,-6.68125082169124e-12,NA,NA,"pFBAOpt_Rxns","MLE_Rxns","PSL",5,0.00260645690885603,2,3,0,1,"Cofactor and Prosthetic Group Biosynthesis","Oxidative Phosphorylation","iEK1008"
"1209",12,"AMYL2","GLGE",0,7.34021155233581,0,7.33943991076197,0.00037231278713407,0,0,0,0,0.0136824949248317,0.0136824949271771,0.0136824949210182,"pFBAOpt_Rxns","ELE_Rxns","PSL",110,0.159718352489453,36,68,6,0.945454545454545,"Starch and sucrose metabolism","Starch and sucrose metabolism","iEK1008"
"1210",13,"AMYL2","MAK",0,7.34021155233581,0,7.33943991076197,0.00037231278713407,0.0146578962555954,0,0,0,0.0136824949248648,0.0136824949271386,0.0136824949209995,"pFBAOpt_Rxns","ELE_Rxns","PSL",110,0.159718352489453,36,68,6,0.945454545454545,"Starch and sucrose metabolism","Others","iEK1008"
"1211",14,"AMYL2","MTI",0,7.34021155233581,0,7.33943991076512,0.00037231278713407,0,0,0,0,0.0136824949195216,0.0136824949271386,0.0136824949262291,"pFBAOpt_Rxns","ELE_Rxns","PSL",110,0.159650598379352,34,69,7,0.936363636363636,"Starch and sucrose metabolism","Alternate Carbon Metabolism","iEK1008"
"1212",15,"AMYL2","TRE6PP",0,7.34021155233581,0,7.33952743786358,0.00037231278713407,0,0,0,0.00175056818613649,0.0154330631118164,0.0154330631124384,0.0154330631069151,"pFBAOpt_Rxns","pFBAOpt_Rxns","RSL",114,0.162670017680905,33,69,12,0.894736842105263,"Starch and sucrose metabolism","Membrane Metabolism","iEK1008"
"1213",16,"APSR","ADSK",0,0.824227125661436,0,7.33875579628302,0,0,0,0,0,0,NA,NA,"pFBAOpt_Rxns","MLE_Rxns","PSL",106,0.0315763656166768,28,75,3,0.971698113207547,"Sulfur metabolism","Sulfur metabolism","iEK1008"
"1214",17,"APSR","BPNT",0,0.824227125661436,0,0.824227125661532,0,0,0,0,0,-6.2256801818851e-12,NA,NA,"pFBAOpt_Rxns","MLE_Rxns","PSL",4,0.0294366665562032,1,2,1,0.75,"Sulfur metabolism","Other Amino Acid Metabolism","iEK1008"
"1215",18,"APSR","PAPSR",0,0.824227125661436,-0.000376617653728317,0.824208295061729,0,4.25251011554696e-05,0,-1,-0.000376617653728317,-0.000376617659981093,NA,NA,"pFBAOpt_Rxns","pFBAOpt_Rxns","RSL",4,0.0280045781122456,1,2,1,0.75,"Sulfur metabolism","Other Amino Acid Metabolism","iEK1008"
"1216",19,"ASNt2r","ASNS1",-0.777620800437425,1,0,2.44625193209203,1,0,-1,0,0,0,NA,NA,"pFBAOpt_Rxns","MLE_Rxns","PSL",448,22.7798144518175,17,24,407,0.0915178571428571,"Transport","Alanine, Aspartate, and Glutamate Metabolism","iEK1008"
"1217",20,"ASPO6","ASPO5",0,0.00167540754210333,0,0.0016745449958089,0,0,0,0,0,0,NA,NA,"pFBAOpt_Rxns","MLE_Rxns","PSL",69,0.0073914553818616,13,55,1,0.985507246376812,"Alanine, Aspartate, and Glutamate Metabolism","Alanine, Aspartate, and Glutamate Metabolism","iEK1008"
"1218",21,"ASPTA","ASNN",-2.67427475584889,0.995259709104347,0,3.44611319239502,0.905192759363445,0.997225164432264,-1,0,0.997225164433034,0.997225164432264,NA,NA,"pFBAOpt_Rxns","pFBAOpt_Rxns","RSL",426,4.35285073058835,19,53,354,0.169014084507042,"Alanine, Aspartate, and Glutamate Metabolism","Alanine, Aspartate, and Glutamate Metabolism","iEK1008"
"1219",22,"ASPTA","ASNt2r",-2.67427475584889,0.995259709104347,-0.777620800437425,1,0.905192759363445,1,-1,-1,1.00000000000114,1,NA,NA,"pFBAOpt_Rxns","pFBAOpt_Rxns","RSL",427,4.36512202657225,16,49,362,0.152224824355972,"Alanine, Aspartate, and Glutamate Metabolism","Transport","iEK1008"
"1220",23,"BKDA2","3M2OPLOXRD",0,0.99009029020815,0,0.709661300589981,0,0,0,0,0,2.37473532901536e-12,NA,NA,"pFBAOpt_Rxns","MLE_Rxns","PSL",37,0.304003534423732,14,17,6,0.837837837837838,"Lipid metabolism","Lipid metabolism","iEK1008"
"1221",24,"BKDA2","ACOADH1",0,0.99009029020815,0,0.709661300589981,0,0,0,0,0,2.37473532901536e-12,NA,NA,"pFBAOpt_Rxns","MLE_Rxns","PSL",37,0.304003534423732,14,17,6,0.837837837837838,"Lipid metabolism","Lipid metabolism","iEK1008"
"1222",25,"BKDA2","BKDC1",0,0.99009029020815,0,0.709661300589981,0,0,0,0,0,2.38742359215394e-12,NA,NA,"pFBAOpt_Rxns","MLE_Rxns","PSL",37,0.304003534423732,14,17,6,0.837837837837838,"Lipid metabolism","Lipid metabolism","iEK1008"
